,order_id,categoria,categoria_final
0,000e906b789b55f64edcb1f84030f90d,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
1,0017afd5076e074a48f1f1a4c7bac9c5,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
2,001c85b5f68d2be0cb0797afc9e8ce9a,['CASA E CONFORTO'],CASA E CONFORTO
3,001d8f0e34a38c37f7dba2a37d4eba8b,['MODA E BELEZA'],MODA E BELEZA
4,0030d783f979fbc5981e75613b057344,['CASA E CONFORTO'],CASA E CONFORTO
5,00324b3eda39ba5ecce3945823e3594c,"['AGRO, INDUSTRIA E NEGOCIOS']","AGRO, INDUSTRIA E NEGOCIOS"
6,0032d07457ae9c806c79368d7d9ce96b,['CASA E CONFORTO'],CASA E CONFORTO
7,00335b686d693c7d72deeb12f8e89227,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
8,003a94f778ef8cfd50247c8c1b582257,['FERRAMENTAS E CONSTRUCAO'],FERRAMENTAS E CONSTRUCAO
9,003d804eef0e1b856881cd18e0cc0d4c,['MODA E BELEZA'],MODA E BELEZA
10,003f201cdd39cdd59b6447cff2195456,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
11,00526a9d4ebde463baee25f386963ddc,['ALIMENTOS'],ALIMENTOS
12,005e5166e99d1e4d0c4f808b0540ba94,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
13,00685d31ae12e47470ba5c18ba74f22c,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
14,0084e195fbd72ae51599af47f04afede,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
15,008a1b3db2a8bf63418c2cf7c7f494b1,['MODA E BELEZA'],MODA E BELEZA
16,0094bd07f49fed90209ffa62d1ef26d6,['MODA E BELEZA'],MODA E BELEZA
17,0096668e5b0b8e9657a6f7209a4e58b4,['AUTOMOTIVO'],AUTOMOTIVO
18,009742b43f4530bc3db7f62332c50f4b,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
19,00a379dfab816a83741012b71b264098,"['LIVROS, MUSICA E PAPELARIA']","LIVROS, MUSICA E PAPELARIA"
20,00b9e0f8f588d0406a3de447eb606970,['CASA E CONFORTO'],CASA E CONFORTO
21,00bf1320ffb5fe47a845feca16c0e0b4,['MODA E BELEZA'],MODA E BELEZA
22,00c00d5b36157595e21108ba1da2828f,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
23,00d03eb3425f41a599ae2f788e23c07f,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
24,00d1289d5125017a90e528b5a7cee91f,['MODA E BELEZA'],MODA E BELEZA
25,00d50baf1bc56a3c59de1810a6b84b0d,['FERRAMENTAS E CONSTRUCAO'],FERRAMENTAS E CONSTRUCAO
26,00e054d0da011d5016f31011af488f4f,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
27,01015fb6493ea5b9ba105c80b5452da1,['CASA E CONFORTO'],CASA E CONFORTO
28,0115abf6b892040abfdd5bdfcb6b2c51,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
29,0115d160c5fbd758a139ff90821db60d,['FERRAMENTAS E CONSTRUCAO'],FERRAMENTAS E CONSTRUCAO
30,011fcb4fabb3e142579ad63472b11227,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
31,012670c73246a753cbde0a215c2b9e8f,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
32,0136bcc7370d7fdf44bd916a6dd583c6,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
33,013bc77d3ca5fba084a241fdcb307393,['CASA E CONFORTO'],CASA E CONFORTO
34,014e78d1239f19fdcafd760d3e52f923,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
35,016d1bdf6efab4f6b805df1c03043113,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
36,019d444bd00f1ccb4643de466f9a1525,"['AGRO, INDUSTRIA E NEGOCIOS']","AGRO, INDUSTRIA E NEGOCIOS"
37,019e03014ec20cc2e3b180cdcf90b4e8,['ARTES E DECORACAO'],ARTES E DECORACAO
38,01b15a896c5842077af2aaf4a9f94309,['PET SHOP'],PET SHOP
39,01b241fa1421c8284e8c1029a503360f,['FERRAMENTAS E CONSTRUCAO'],FERRAMENTAS E CONSTRUCAO
40,01b330808c5819a6a3cb79b72f0b8288,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
41,01b6d15407d425529cbf0ec96258cb84,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
42,01bc343311e5b8090b64d6ab287a5cf0,['CASA E CONFORTO'],CASA E CONFORTO
43,01c26a0b2736899633cfd6a3c1749428,['BEBES'],BEBES
44,01cbdb2a8c075eaf248af643b3389f73,['MODA E BELEZA'],MODA E BELEZA
45,01d48ed99667ce49eaeaa7980a31b987,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
46,01d95eed9163a292a6788ddac08bcf31,['CASA E CONFORTO'],CASA E CONFORTO
47,01f67ca8027e959060afd840aa06f465,['MODA E BELEZA'],MODA E BELEZA
48,021363783b521e9813dd62bbcb77d1dd,['MODA E BELEZA'],MODA E BELEZA
49,0229b2e398fde4545d32b5bb232973ad,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
50,02332b54c758506809fd87d9c2748086,['MODA E BELEZA'],MODA E BELEZA
51,02355020fd0a40a0d56df9f6ff060413,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
52,0241b276e1e2b1d6873473c44240b426,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
53,02440f65dc09737b491463739c347446,['MODA E BELEZA'],MODA E BELEZA
54,024a19cc498cc1a9efcf675d1ca465c3,['AUTOMOTIVO'],AUTOMOTIVO
55,024a74550cdbd36c0fe3955fc9e2bcf0,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
56,024ab991361d48e491b7dad2f172b43f,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
57,025830a006d984bf712a8c6a1eca41c0,['ARTES E DECORACAO'],ARTES E DECORACAO
58,0268c75309d105bb28b7523f57f46a69,['CASA E CONFORTO'],CASA E CONFORTO
59,026f3440c258a87c9f6fb9c8e1bbb6e7,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
60,0277fae7eda81470bf6c87dc570e267a,['MODA E BELEZA'],MODA E BELEZA
61,027a84a16c22c706669f35d578853f3e,['CASA E CONFORTO'],CASA E CONFORTO
62,02852b112ad108b3d2b3d4ee198d84a8,['CASA E CONFORTO'],CASA E CONFORTO
63,028d62c0fdae574114981f4fb33b5538,['MODA E BELEZA'],MODA E BELEZA
64,02a0f7101947ebb4e6d2ec4c1c929bbb,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
65,02a9c0d24428f373731752bcc9719ebe,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
66,02c84deb7aa1f2e74090d56a0ec84120,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
67,02cb37269f256232b81be588ef056c92,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
68,02d0cd05f04ab2e3c1acc473b0abc865,['MODA E BELEZA'],MODA E BELEZA
69,02df7a4137081ada2a06ac6e2bca6364,['BEBES'],BEBES
70,030aeef4719e9d33e0c39bd00a9a14be,['BEBES'],BEBES
71,031494323fa558eee8dd1bd06fc34713,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
72,031e7d4e559a1bf08e71a419aa998d0a,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
73,031f488d7e8549b5d8af94f5a3e9300e,['ARTES E DECORACAO'],ARTES E DECORACAO
74,032a688c9db451501788d95c7f794ed6,['MODA E BELEZA'],MODA E BELEZA
75,032b42b17fe9daa676ba9447f3dbbd0a,['MODA E BELEZA'],MODA E BELEZA
76,0347673d14e454a696bca6aebe61f23e,['BEBES'],BEBES
77,0350fc2d00f48ad8a74efdf4d2fd4bdc,['ARTES E DECORACAO'],ARTES E DECORACAO
78,0359008adff4c1def5a09bb92f7a5aa8,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
79,035bb18fd268637e7d91814bf5e27fd4,['MODA E BELEZA'],MODA E BELEZA
80,035d66b23a4bba74f8119f9ebe3458ee,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
81,03720fdc92032ee4abd471d172006ab0,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
82,037d59208a513ace896d132dc8c8a93d,['BEBES'],BEBES
83,0382be412d28f04f932ae97df15d634e,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
84,038345c4a9d21c17180f2f77e1701c69,['FERRAMENTAS E CONSTRUCAO'],FERRAMENTAS E CONSTRUCAO
85,039ec885e36627ae6353cfd42a41c5da,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
86,03af60619b8abd880dd136ed837be800,['MODA E BELEZA'],MODA E BELEZA
87,03b936f126145f2bb36600400aedb13a,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
88,03ba490d83feaba677aede829ff79db1,['CASA E CONFORTO'],CASA E CONFORTO
89,03bf6a245a6dfdc3cea6bb75ae4fa3d7,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
90,03c1fddd11851ddf712a2c28bd3df54a,['MODA E BELEZA'],MODA E BELEZA
91,03d0e68d9f396f3c4e69dbbb0abc3564,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
92,03dbf3a42789c67ed5e2198f08d997dc,['CASA E CONFORTO'],CASA E CONFORTO
93,03ea231452f07988edc699573fb971d7,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
94,04031be66943a9c385ff683fcc99d288,['MODA E BELEZA'],MODA E BELEZA
95,04064f81e71399939f72222d7c701c47,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
96,04116cd1278a6285625c664dc0d09594,['FERRAMENTAS E CONSTRUCAO'],FERRAMENTAS E CONSTRUCAO
97,042167409734e42b253083768c865409,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
98,043ba86e4e3f73fe5cb856f225fd8aa4,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
99,045797b656bf633566b0bcff412442a3,['MODA E BELEZA'],MODA E BELEZA
100,045acee11e62afca7764429c5710dac9,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
101,04626f2c41e6a49d4c2102a7d410797a,['MODA E BELEZA'],MODA E BELEZA
102,047d7bce997c4e73c6efe724711fd3b8,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
103,04a28263e085d399c97ae49e0b477efa,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
104,04b21593198275390ded3d92c6d9fd6a,['CASA E CONFORTO'],CASA E CONFORTO
105,04b23c68df88327f687ea03eb2f34d7e,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
106,04b9ffa87087a2450449da3911146316,['ARTES E DECORACAO'],ARTES E DECORACAO
107,04bef466ed85bb9eca9a6165d765574c,['MODA E BELEZA'],MODA E BELEZA
108,04dc24624a669b293bee03e97b344440,['MODA E BELEZA'],MODA E BELEZA
109,04e45523ce26353e6ba6a713afd77b82,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
110,04eef545c54d444825c506ba170a26bd,['BEBES'],BEBES
111,05095322e4f3619255e9450335966c33,['PET SHOP'],PET SHOP
112,05104976125ea1e5cc04bc1f506a436a,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
113,0512553e39efd59a9572ce7eebacd43a,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
114,0517a3e68dac3308995edca2144db36e,['MODA E BELEZA'],MODA E BELEZA
115,05297254c9e41d34c1a38f75ca8656d9,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
116,053228d082dcc4c3730e511ecd4c9fa0,['ARTES E DECORACAO'],ARTES E DECORACAO
117,0533030deeaf4b83feea1ea004f2ddb5,['CASA E CONFORTO'],CASA E CONFORTO
118,054db90b78e9a5af5983855572b4e6d8,['MODA E BELEZA'],MODA E BELEZA
119,055bef2dbc886956379d21a556e11ff9,['CASA E CONFORTO'],CASA E CONFORTO
120,055e121a8cefa5494be46fea4bd4f3ab,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
121,057e837e50171189a915cb17d4621e9f,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
122,059511087f2394ebd55a674537a7c2cc,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
123,05981a7bf1a18eb991af55a8a8dbdf83,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
124,059a35c89cb9ee5ba740d4ac2eb8a805,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
125,05a4879e7e161809c8bf4d8171b0c670,['BEBES'],BEBES
126,05a5771b1afac9163e7cc298fc97263a,['CASA E CONFORTO'],CASA E CONFORTO
127,05a8c94a9361d5496501f6577cf82841,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
128,05b45bd050b8c16805abca656246149b,['CASA E CONFORTO'],CASA E CONFORTO
129,05b7ab671d6b51e0b44ea73a54d9f739,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
130,05c60320bb28437325f2d6d67467d93c,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
131,05ddc7eac5c1d01a5412368354426943,['AUTOMOTIVO'],AUTOMOTIVO
132,05e18a6cef41f63dc86b7b254954dffc,['CASA E CONFORTO'],CASA E CONFORTO
133,05e756a9715655ae26d98822c44eac0e,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
134,05ed121680df9ec2f89d4dc29310333a,"['LIVROS, MUSICA E PAPELARIA']","LIVROS, MUSICA E PAPELARIA"
135,05f9e5c577faa3a272454a2ceed5c64d,['BEBES'],BEBES
136,05fb90958eaf5f1c3287acf11060525e,['MODA E BELEZA'],MODA E BELEZA
137,061304e42542425c8ff0be14d03126e4,['AUTOMOTIVO'],AUTOMOTIVO
138,06215d34c1ec4e1106eb12ae5fd0370f,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
139,0627a80d6b5c65e9b212271f845e34da,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
140,062b1b23a7928be5abeb406e5889e08e,['AUTOMOTIVO'],AUTOMOTIVO
141,06339e75ee1b614953aef978ef01d766,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
142,063dda01b3489ce5f3bc164801e6e3e9,['MODA E BELEZA'],MODA E BELEZA
143,064314e503e36ce3869a9901434fc6f4,['MODA E BELEZA'],MODA E BELEZA
144,064c5d7833bce7bb4c9bff1302ac9d0a,['CASA E CONFORTO'],CASA E CONFORTO
145,066da535b01be4b26ca70864a62d92e1,['BEBES'],BEBES
146,0678d595b99f7162722e241ea36f7512,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
147,067f4abd68a2b1e0b8b158945a91680b,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
148,0686d4f89fdf2b3625aa705b7ed7ac95,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
149,0690b2d9b983cf580f407531575622c5,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
150,069370014d6465fb28770cd9449402c5,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
151,069514f19868af8a75ebe98f43d33900,['MODA E BELEZA'],MODA E BELEZA
152,069b0c9fca582b429e998f512a4c898f,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
153,06a05e46d787299f6277bfcb590f2ef5,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
154,06a1b81d611c5616272de7c53c41472e,['FERRAMENTAS E CONSTRUCAO'],FERRAMENTAS E CONSTRUCAO
155,06addb9b5cc9c47e661a6eed12276418,['FERRAMENTAS E CONSTRUCAO'],FERRAMENTAS E CONSTRUCAO
156,06bad3a130e91f7b26791dba22abc0f5,['CASA E CONFORTO'],CASA E CONFORTO
157,06c1184eaca6e3877347f38cfe926100,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
158,06c5e0b010707e400bcc627771a27226,['MODA E BELEZA'],MODA E BELEZA
159,06ef1c484cc535575da1724b5c6b913a,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
160,0705d1148d3c3d342f1a8c8ad33e5d3f,['CASA E CONFORTO'],CASA E CONFORTO
161,0718c5bbf159e96715ef033576c56316,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
162,07220c39eb26068368e675009154d635,['MODA E BELEZA'],MODA E BELEZA
163,07242ddf6ad8487cbbb700fd9ca45906,['AUTOMOTIVO'],AUTOMOTIVO
164,072500f428180f8c177181dd1e027d5b,['BEBES'],BEBES
165,07440dff5293ea24c5fac25a473c2eef,['AUTOMOTIVO'],AUTOMOTIVO
166,0749426d1c48fe5943cbdf1316ace0aa,['MODA E BELEZA'],MODA E BELEZA
167,0749c0c521a53f4a99f4c7be0d92df95,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
168,074eec999695249a1f80e3c7ea1aab01,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
169,07528311766b5aa54d193747c66663df,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
170,0756f4ba0fd88d3e50c7ae0d66edfb4c,['MODA E BELEZA'],MODA E BELEZA
171,075a1f22c075396feebed8c71f5ccdb2,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
172,078e048ccc8dc8b449dedc064b860b0f,['CASA E CONFORTO'],CASA E CONFORTO
173,0799d89dedaf5ef08f3a90b967cb2ccd,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
174,079b09f210081037c1f444e2eaca1e38,['MODA E BELEZA'],MODA E BELEZA
175,07a78584049fe9dca82ae7bf5717d8b9,['ARTES E DECORACAO'],ARTES E DECORACAO
176,07a8cc4e00c23ade7ccb29786d3de771,['FERRAMENTAS E CONSTRUCAO'],FERRAMENTAS E CONSTRUCAO
177,07ac5d2775e382ce0fa8132f74330cb2,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
178,07bfea8893b7262f7d61cfb2068b12c3,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
179,07d731b81475104eea3237055f7c0c39,['FERRAMENTAS E CONSTRUCAO'],FERRAMENTAS E CONSTRUCAO
180,07e2a9d486a8394f2700230396e8d5f0,['FERRAMENTAS E CONSTRUCAO'],FERRAMENTAS E CONSTRUCAO
181,07e8c8c7545c3cf6386eaf464b1e8365,['PET SHOP'],PET SHOP
182,07f593272eee0c411250e23e84846787,['CASA E CONFORTO'],CASA E CONFORTO
183,07f6c3baf9ac86865b60f640c4f923c6,['MODA E BELEZA'],MODA E BELEZA
184,07ffab4def2a95548ff6ef1b9d7e0f5a,['ARTES E DECORACAO'],ARTES E DECORACAO
185,0815bb5a3a3289fdf7ac65a426cb553a,['CASA E CONFORTO'],CASA E CONFORTO
186,0822275bffed889280029c0c32b003e6,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
187,0829f68cdf3850bb5977ac321e0fb8d5,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
188,082c7986084072affce4f8c0a20a39df,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
189,0830fb3429c4807bd185a32fe5241b8a,['ALIMENTOS'],ALIMENTOS
190,083a4afaefd6690e5cf5918275c4e413,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
191,084051935208c688c8cd5fae3d15810d,['AUTOMOTIVO'],AUTOMOTIVO
192,0855f6a946e8c4bef27d0ac24e524554,['MODA E BELEZA'],MODA E BELEZA
193,085c76ec2a854d66417d0dddc622adb0,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
194,0870bb57b1b24052c8ac2cd8df433553,['ALIMENTOS'],ALIMENTOS
195,08763574782690116475ea62ffdecadb,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
196,087a1c1dfd41b68ab6a6cd8551147bb2,['ALIMENTOS'],ALIMENTOS
197,087cd9d85fb88c6b0a229b508311377e,['MODA E BELEZA'],MODA E BELEZA
198,08904f6557108c451821501ca9e6aa4a,['CASA E CONFORTO'],CASA E CONFORTO
199,08a547386e268879b689fca252e6a334,['CASA E CONFORTO'],CASA E CONFORTO
200,08b0cc275164eab92e5797432fa89770,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
201,08b74b3a8bd41e7de2ac99b200eec62d,['MODA E BELEZA'],MODA E BELEZA
202,08c30c203ecbdda69311c1dba85abfa6,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
203,08c79f0b250cc3b309a69dcbd0debdc7,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
204,08cef746691fa27e23fe2c32a02c0e21,['MODA E BELEZA'],MODA E BELEZA
205,08d61eb463e165c095e7de595a773d90,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
206,08e83756399f8394bef75d0441b17b57,['ARTES E DECORACAO'],ARTES E DECORACAO
207,08f5487befe25744feabb3203a4dc09b,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
208,0904fb2c91a18099a0b7315f1ac9501b,['MODA E BELEZA'],MODA E BELEZA
209,090cb921c3319702919eabe80bc9f5ff,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
210,0921e6115b1fcc24d5dcf35570b68933,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
211,09286ea342ad6877942f93c17e1caf4c,['MODA E BELEZA'],MODA E BELEZA
212,093a8c168710da385a8c59d3149ea380,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
213,093b4a025c91a570d1f3b60d428b60a0,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
214,09410001d65f75b36821f9556694a895,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
215,0942763b4318676d85b3185d80f57cd3,['MODA E BELEZA'],MODA E BELEZA
216,0946ea44283ef9035521460a12da1569,['MODA E BELEZA'],MODA E BELEZA
217,094a83226235244840060fafa394845d,['ARTES E DECORACAO'],ARTES E DECORACAO
218,094dbecbb0ab054a620f21c04e82df03,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
219,094f7614f77e85fb05c77ecb164afdc3,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
220,094fe0ffb99d42aba8ca2a6b65a8921e,['FERRAMENTAS E CONSTRUCAO'],FERRAMENTAS E CONSTRUCAO
221,097c2a2e5ea719c510238bad5d902cef,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
222,0988c678736998fba42218af0ebf2c1f,['CASA E CONFORTO'],CASA E CONFORTO
223,09903d25ea3d162aeb40057420caa5bb,['MODA E BELEZA'],MODA E BELEZA
224,0996d6fb4402593986c6b1541bfcb4cc,['MODA E BELEZA'],MODA E BELEZA
225,09a38776c4e31230864f867821174daa,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
226,09c06d47b8b58dbabf753646fe5b89ab,['MODA E BELEZA'],MODA E BELEZA
227,09cd0ef00759c25af3a62b31366074bb,['CASA E CONFORTO'],CASA E CONFORTO
228,09ce65f75711be9f04a63700ae3c5adc,['MODA E BELEZA'],MODA E BELEZA
229,09db1ec04535cf2bba4a73954a252e41,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
230,09dbda42baac941ca241f8cea65b2306,['CASA E CONFORTO'],CASA E CONFORTO
231,09dd119f5cafd6888b0e67ebcff86a45,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
232,09e3a74fe474342885a70d1b2452c1e2,['CASA E CONFORTO'],CASA E CONFORTO
233,09f2c6e797b432724b3a123f1ec897bb,"['ELETRONICOS,INFORMATICA E AUDIO']","ELETRONICOS,INFORMATICA E AUDIO"
234,0a05e512c3e656802c930be4c1766c2a,['MODA E BELEZA'],MODA E BELEZA
235,0a098ea7aca0cfbc728417697c86e807,['MODA E BELEZA'],MODA E BELEZA
236,0a0ae6383118ebd8939e7d18c5dda408,['CASA E CONFORTO'],CASA E CONFORTO
237,0a0d4509c14ceb9b0f6555e07c45d167,['CASA E CONFORTO'],CASA E CONFORTO
238,0a31fa5371c2046d273b9fb84e3b2988,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
239,0a511bcdd22a725ca670b0102ac0be73,['CASA E CONFORTO'],CASA E CONFORTO
240,0a53c1150d1019fb4e5e6224e887011f,['ARTES E DECORACAO'],ARTES E DECORACAO
241,0a671290b0be76ffb379a3c0031d2f44,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
242,0a75d2b40c23e608bc7bac42a6c8e508,['FERRAMENTAS E CONSTRUCAO'],FERRAMENTAS E CONSTRUCAO
243,0a79d1506c2e0249c9aff8723bcf51e9,['ARTES E DECORACAO'],ARTES E DECORACAO
244,0a84b71d2fd93eeae49d3149a3e08003,['MOVEIS E ELETRODOMESTICOS'],MOVEIS E ELETRODOMESTICOS
245,0a87a60c5403e51a0e85e4ed7c3c2bdf,['ARTES E DECORACAO'],ARTES E DECORACAO
246,0a8b6e2cf83e2543f6b756e3a6d16eb5,['BRINQUEDOS E LAZER'],BRINQUEDOS E LAZER
247,0a8c0300318aedd7b66f6dbc27409ece,['CASA E CONFORTO'],CASA E CONFORTO
248,0a8f35ef46160ef897c27ba8c423d823,['CASA E CONFORTO'],CASA E CONFORTO
